Durationinseconds,ResponseId,Age,Gender,HL,Race,Race_5_TEXT,Education,Income,BER_P,BER_N,StressorDesc,PSE_P,PSE_N,A1,A2,A3,A4,A5,A6,A1_P,A1_N,A2_P,A2_N,A3_P,A3_N,A4_P,A4_N,A5_P,A5_N,A6_P,A6_N,PRE_P,PRE_N,DES_1NPS,DES_2NPS,DES_3NPS,DES_4CPN,DES_5PNS,DES_6CPN,DES_7CPN,DES_8PNS,DES_9PNS,DES_10CPN,DES_11PNS,ValuingHS_1,ValuingHS_2,ValuingHS_3,ValuingHS_4,ValuingHS_5,ValuingHS_6,ValuingHS_7,EgoRS_1,EgoRS_2,EgoRS_3,EgoRS_4,EgoRS_5,EgoRS_6,EgoRS_7,EgoRS_8,EgoRS_9,EgoRS_10,EgoRS_11,EgoRS_12,EgoRS_13,EgoRS_14,OPTIMISM_1,OPTIMISM_2,OPTIMISM_3,OPTIMISM_4,OPTIMISM_5,OPTIMISM_6,OPTIMISM_7,OPTIMISM_8,OPTIMISM_9,OPTIMISM_10,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,PS_8,PR_1,PR_2,EXTRAVERSION_1,EXTRAVERSION_2,EXTRAVERSION_3,EXTRAVERSION_4,EXTRAVERSION_5,EXTRAVERSION_6,EXTRAVERSION_7,EXTRAVERSION_8,EXTRAVERSION_9,EXTRAVERSION_10,EXTRAVERSION_11,EXTRAVERSION_12,TMES_1ME,TMES_2ME,TMES_3ME,TMES_4ME,TMES_5ME,TMES_6ME,TMES_7ME,TMES_8ME,TMES_9ME,TMES_10ME,TMES_11ME,TMES_12ME,TMES_13ME,TMES_14P,TMES_15P,TMES_16P,TMES_17P,TMES_18P,TMES_19N,TMES_20N,TMES_21N,TMES_22N,TMES_23N,TMES_24NEUT,TMES_25NEUT,PROLIFIC_PID,A1Positive,A2Positive,A3Positive,A4Positive,A5Positive,A6Positive,A1Negative,A2Negative,A3Negative,A4Negative,A5Negative,A6negative,A1_M,A2_M,A3_M,A4_M,A5_M,A6_M,Optimism,Extraversion,TotalP,TotalN,TotalM,Resilience,Positivity,DES_NPS,DES_CPN,DES_PNS,TMES_ME,TMES_P,TMES_N,TMES_NEUT,ValuingHappiness,PositiveReappraisal
876,R_1gT4gvZteTKsQoc,24,1,2,1, ,2,2,9,2,"Currently I am living with my mom at home. She works at a school and caught covid from one of the staff. She had to quarantine herself back in her bedroom because she didn't want to get me sick. Luckily she was vaccinated, so it only lasted a couple days and was mild, but it was still a lot of work on both of our ends. When she did come out she would sanitize everything she touched, while I was responsible for taking care of the dogs more than I usually would. In the end she recovered and I didn't get sick.",9,2,I was worried that I was going to get sick,I was fearful my mom would have to go to the hospital,I was interested in seeing how much the vaccine helped reduce covid,I was stressed about the new responsibilities I had,I was scared I was going to accidentally infect someone,I was tired from all the worrying and fear,0,6,0,10,4,0,0,3,0,8,0,4,8,2,7,7,7,6,7,7,7,7,7,7,7,1,2,1,2,7,2,5,4,3,3,3,4,1,4,3,4,2,4,3,1,3,5,4,3,3,5,5,2,4,3,4,3,6,5,1,6,1,7,6,3,3,1,1,5,1,1,2,1,3,2,4,2,5,3,2,3,2,1,3,2,2,2,2,4,4,3,3,3,4,3,4,2,2,4,2,2,3,2,5f9f96c7ea7f965f92f5d488,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,20,28,0,3,0,42,35,21,27,28,33,17,12,5,20,6
659,R_CfO83J8EBzMpbpv,46,2,2,1, ,1,7,4,8,"I've realized my friends and I haven't been hanging out much, even with the numbers of covid cases going down.  It's depressing to understand we've just gotten used to it and to not leaving the house as much.  It has somehow become too much effort.",3,9,I am feeling a bit lonely.,My tolerance for loud gatherings has gone down.,I don't feel as close to my friends.,I just want to stay in bed most of the time when I have nothing else to do.,I feel emotionally distanced from people.,I would like to feel like I used to but I don't know if that's ever going to happen again.,1,10,4,7,0,10,1,8,1,10,1,10,0,10,6,6,6,6,5,6,6,5,5,6,5,5,3,2,6,5,5,2,3,2,3,3,4,1,3,4,2,3,4,2,3,1,2,3,2,2,4,3,0,2,2,4,4,5,5,2,5,4,4,5,3,3,4,4,4,4,4,2,2,3,1,5,3,4,3,4,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3,4,3,5,3,2,3,4,5d367cdfc8462a0001a7a96b,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,12,40,0,6,0,38,34,18,24,20,45,15,17,7,28,6
603,R_3MtHh8ROX7s5XRL,24,3,2,1, ,1,1,0,9,"Because of COVID, I've missed out on volunteer and intern opportunities that are important to my social life and future career.",0,9,I had a difficult time meeting people.,I have very few friends after living in this town for almost half a year.,Internships have been cancelled/postponed.,I feel as though I am missing out on key networking that happens during college through internships.,I am hoping future employers and recruiters are understanding.,I hope I am able to find and participate in future internships before I graduate.,0,10,0,10,0,9,0,10,9,0,8,1,0,9,7,7,7,7,7,7,7,7,7,7,7,4,6,3,7,6,2,4,4,4,2,3,3,3,2,3,3,4,3,2,1,3,2,2,1,2,5,5,0,3,0,3,1,2,3,1,2,3,5,2,2,2,4,2,4,1,3,4,1,2,3,2,2,3,5,3,4,5,4,4,5,4,4,4,5,5,5,2,2,3,3,2,5,5,5,5,3,4,3,60fe0a2c24c7fad349551d47,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,31,2,4,0,40,19,21,28,28,57,12,23,7,32,4
921,R_2t5XDVg7zUmyvcy,25,2,2,1, ,2,9,9,2,"After the mask mandate was lifted at my workplace 3 weeks ago, I had an unanticipated level of anxiety about people seeing my face again and reading my facial expressions. It has been a hard adjustment back to this, as I didn't realize how much of a social ""crutch"" my mask had become when interacting with my coworkers and the customers at my job. I feel exposed and a little stressed about that.",9,2,I am more stressed in social situations,I am thinking about my facial expressions more critically now,I am nervous to go to work,I am excited to communicate with others without that block anymore,I have less acne,I have less concern for the politics of face covering,2,8,3,6,1,6,10,1,10,2,10,3,8,3,7,7,7,7,7,7,7,7,7,7,7,3,3,7,5,7,5,5,3,4,1,4,4,3,1,3,4,4,4,3,2,1,2,2,1,3,4,5,2,2,2,4,3,6,7,1,3,7,5,5,4,4,4,2,5,4,1,5,2,2,4,4,1,5,5,4,5,5,5,5,4,2,3,4,5,5,4,2,5,4,4,4,2,2,4,1,4,3,3,61116df64f5a8117cdc0d80f,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,39,3,3,0,41,37,21,28,28,56,19,13,6,35,8
784,R_2rpHakvX13eOTDN,22,2,2,1, ,1,5,8,2,One covid situation we experienced recently that was hard on us was some family members having covid. We found out i was pregnant and didnt want to be around sick people or covid. It was hard having them still come around not thinking about passing it to us.,8,2,stressed about how covid could affect me and the baby,stress about money we would lose if we couldnt go to work if we got sick,stress about  not feeling respected,anger of people coming around sick,excitement about my pregnancy,worry about the future,0,10,0,9,0,8,0,9,10,0,0,4,8,0,5,5,5,6,7,6,6,7,7,7,7,6,4,3,2,7,3,6,3,2,1,4,2,3,2,3,2,4,1,2,1,4,3,3,3,4,3,2,3,2,3,5,7,5,7,3,5,7,7,6,4,4,2,1,5,2,1,3,2,4,4,3,3,5,4,2,3,3,3,4,3,3,3,5,4,5,4,5,5,5,5,5,2,2,3,2,2,2,3,613a5516db14b5b3e3729c8f,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,21,35,1,4,0,34,47,15,25,28,46,25,11,5,31,8
700,R_1hALIzq1GfwFNKR,24,1,2,1, ,2,9,6,2,"I am about to have a nurse visit my home to see a healing relative. I do not know if the nurse will show up wearing a mask, and I am not sure how to navigate asking the nurse to put on a mask if they are not. I am currently just waiting for them to arrive.",6,2,I want to keep myself safe,I want to keep my relative safe,I want to reduce social friction,I want the nurse to help my relative,I am sitting and waiting restlessly,I do not know how people react to mask-related issues,6,3,5,3,4,5,7,2,3,4,2,6,6,2,6,6,6,7,5,7,7,5,5,7,5,4,5,4,5,6,4,4,3,2,2,4,3,3,3,3,3,3,3,2,2,2,3,3,2,3,4,4,2,4,1,3,5,6,5,2,4,4,4,4,3,3,4,3,4,3,3,5,3,3,4,4,3,5,3,3,3,3,3,3,2,3,3,3,4,4,3,2,3,3,3,4,2,2,4,2,3,3,2,60fd90ddaf032ebd58dcc159,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,44,2,1,0,38,34,18,28,20,40,15,13,5,32,6
570,R_2QiHstUsjHVzEYL,45,1,2,3, ,2, ,5,5,"Weight gain is one covid related situation i am dealing with. I have gotten out of the habit of going to the gym because they were closed for so long, and now it's difficult to get back into the habit after a couple of years.",4,6,It causes poor health and low energy,It affects my self esteem,It makes me more likely to stay home and isolate even more,i am not able to play sports like i usually do,i have to spend more of money on doctors and meds,more likely to be depressed,0,8,0,9,1,8,0,6,0,9,0,7,2,8,5,5,5,5,5,5,5,5,5,5,5,6,5,4,6,5,5,4,2,2,1,1,3,1,2,2,2,2,2,1,2,1,2,2,1,3,3,3,1,3,0,3,3,3,2,3,3,2,3,3,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,3,3,2,3,2,2,4,3,2,3,2,1,3,2,2,3,3,4,4,4,4,5,3,61679f24fb77ff4978222991,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,17,0,6,0,24,22,15,20,20,33,11,19,8,35,4
982,R_2ZQZ2lVzp7IzB1f,39,2,2,1, ,2,7,8,2,"I work in a hospital. Sometimes I have to walk through the hallway where all radiology procedures are performed. If there is a COVID patient who needs to undergo a radiology procedure and is being wheeled into the exam room, everybody has to vacate the hallway.",3,7,I am nervous to be in such close contact,"I have to turn around and find another, much longer route to my office",I feel sad for the person who is hospitalized with COVID,I feel like I should apologize for being in the hallway in the first place,The nurses escorting the patient seem to be in a hurry while pushing the hospital bed,I feel like I need to escape,0,8,0,9,0,8,0,5,3,7,0,6,4,6,7,7,7,7,7,7,7,7,7,7,7,1,2,4,5,6,3,2,3,4,2,3,2,2,2,3,2,2,2,4,3,3,3,4,2,4,4,5,1,2,1,4,5,6,6,2,5,6,6,5,2,2,2,3,4,1,3,2,1,3,1,2,1,4,4,2,3,3,3,4,4,3,4,3,3,4,3,3,3,4,3,3,2,2,5,2,3,4,3,5f664065f6f47c2071252e36,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,15,27,0,5,0,37,41,21,28,28,43,16,14,7,23,4
465,R_YVmhnxR35Q9dZNT,24,1,2,1, ,3,9,9,1,"I am currently at home in my situation along with my parents and visiting grandparents. We would normally like to go to the movies, mall or beach, but are being cautious at home and not going out as much as we would on a normal Saturday due to COVID conditions and their age. This limits their enjoyment in visiting and also makes it a bit less exciting for that reason.",9,2,I am feeling like I am missing out on going places with my family,I am staying at home when I would not like to,I am sleeping more,I am less mobile,My grandparents are not as excited as they would be,I am not making plans with them until the situation improves more significantly,0,10,0,10,1,6,0,10,0,9,4,5,9,2,6,6,5,5,5,5,6,5,7,6,6,7,5,2,2,7,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,3,5,3,5,7,7,7,3,7,7,7,7,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,3,1,2,3,3,2,2,2,4,5,5,4,5,1,1,1,1,3,1,1,5fc0924bbb0f2402cf6618c9,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,23,60,0,5,0,56,52,17,22,23,24,23,7,2,33,8
568,R_2Vz2Dtn9uTmjLIJ,24,1,2,1, ,1,3,7,3,"I got both of my vaccine doses a couple months back, and the time is coming up for my booster. I have been incredibly nervous and unsure on whether or not to take the booster, questioning if it is necessary while facing pressure from those around me to not take it. It has caused stress and worry, especially in a world that seems to have forgotten about COVID and acts like it's all over.",6,4,I am very nervous that no one around me wears their mask properly anymore.,I am preparing for a heavy dialogue on the need to get the booster.,I am facing opposition from family and friends on the booster.,I am worried that I might contract a minor case of COVID then give it to someone who hasn't yet been vaccinated.,I am having trouble focusing on daily things.,I am annoyed by the lack of concern for COVID in the general public.,0,7,1,6,0,8,0,10,0,7,0,10,6,4,7,7,7,7,7,7,7,7,7,7,7,5,1,1,6,6,3,3,4,3,4,3,4,2,3,4,2,3,4,2,3,3,4,4,2,4,5,2,2,4,2,4,5,3,3,3,5,6,3,2,3,3,4,2,4,2,2,2,2,4,2,5,2,5,5,2,3,4,4,3,3,3,3,3,5,5,4,3,3,4,3,3,3,4,3,2,4,3,3,5e6c3de915f3292088011a83,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,18,36,0,6,0,44,30,21,28,28,47,16,16,6,25,6
623,R_e9DYbkg6HxF9bCF,32,2,1,1, ,2,4,2,0,My job recently went mask optional and most people are choosing not to wear it. We've also been informed that the booster shot will be optional as it would limit the number of job candidates we can hire. I'm concerned that it will be unsafe to go to work.,1,2,I feel uncomfortable sitting next to obviously sick people.,I worry about using up all my PTO.,I'm seriously thinking about leaving my job.,I worry when healthy people are too close to me.,I think about how best to protect myself in different situations a lot.,I worry about speaking up about my concerns.,0,4,0,5,1,4,0,2,5,1,0,8,0,2,7,7,7,7,2,6,7,3,3,5,5,2,1,1,5,3,1,1,2,2,1,1,3,1,2,3,3,3,3,2,1,1,1,1,0,2,4,4,0,2,0,3,2,5,4,2,4,3,2,4,1,1,1,1,2,1,2,2,2,2,1,1,2,1,3,1,3,3,1,3,3,1,3,2,3,3,3,1,2,3,2,2,2,1,5,2,2,5,3,5d913db636ea240014f8cd91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,18,0,1,0,28,26,21,25,13,32,10,12,8,14,2
447,R_bQ3NAjDSNeb3yZb,55,1,2,1, ,2,5,5,5,"I have lost three loved ones to the Covid this last year. my ex father in law, than my best friend, than my brother in law.",5,5,I an depressed.,I am sad.,I am confused.,I have insomnia.,I feel nervous.,I get panic attacks.,0,10,0,10,5,5,5,5,5,5,0,10,5,5,7,7,7,6,7,7,6,6,7,7,6,7,1,5,7,6,7,6,4,1,1,3,2,2,2,4,3,2,2,3,4,2,5,1,1,5,4,5,1,3,1,4,6,7,7,1,6,7,6,4,2,3,4,5,5,5,4,5,5,3,3,5,5,4,4,3,5,4,4,5,4,2,5,5,5,4,4,3,4,5,4,3,5,4,4,2,2,2,5,5831f08ebfb3b400015a6ad4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,17,53,0,3,0,35,44,21,26,26,54,19,17,7,39,5
510,R_1ISpyf9FqsCTdvM,24,1,2,1, ,2,9,3,7,"I really liked that my city had a few nice 24 hour diners that my friends and I would eat at late at night. When covid hit, many of these diners closed, and when they re-opened, they dropped their 24 hour schedules, and most close by 10 PM. It makes me a bit sad that I can't have that experience with my friends anymore.",3,7,There's uncertainty about new variants,There's an extra level of risk in interacting with people,The economy is not in the best shape,People are communicating with each other over the internet more than in person,I had covid and I'm worried about long term effects,Everyone seems more stressed out,0,10,0,10,0,10,2,8,0,10,0,10,3,7,6,6,6,7,6,7,7,7,6,7,6,2,2,1,5,5,5,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,2,4,5,3,2,3,2,4,5,6,5,4,6,6,6,6,3,3,4,3,4,3,3,4,3,3,4,3,3,4,4,2,4,3,2,4,3,2,2,3,4,4,3,3,3,4,3,3,2,3,3,2,3,3,3,5e167aa29195c6c5bd83b031,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,17,41,0,6,0,44,44,18,28,25,40,16,13,6,23,6
978,R_3dLZC2OVmUQk857,49,2,2,1, ,4,9,8,5,"Other people are starting to not wear masks and look at me strangely because I have two highly protective masks.  I am immune compromised and immune suppressed due to injectable biologics for medical conditions.  My life will not be going back to normal, I will be wearing a mask, I have had 4 doses of Moderna, and have no intention to ever unmask where there could be unvaccinated people.   I will not be going back to work in person at any point before I retire.   It is not over for me.",8,5,I will not be returning to the office in person,I will not be unmasking around my unvaccinated family at the upcoming wedding.,I'll be masked whenever indoors around potentially unvaccinated people.,I'll be masked at all of my photography gigs.,"Due to my COVID high risk status, I am growing away from family who are unvaccinated.","Due to my COVID high risk status, I am losing friends who cannot understand how important others getting vaccinated is to those like me.",10,4,10,7,10,4,10,4,2,10,6,4,7,5,6,6,6,6,7,7,7,7,7,7,7,5,5,3,4,5,3,4,2,2,4,4,3,3,1,4,2,4,4,4,4,4,4,2,2,4,3,5,3,4,3,4,5,3,5,3,7,7,7,6,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,1,2,2,3,3,2,2,2,5,2,2,2,3,2,5,4,2,3,2,2,1,1,2,5,6142956741a96afc95ffffd7,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,20,59,4,1,1,45,43,18,27,28,32,16,9,7,29,6
669,R_Xh0VLHI9sSpx0pr,50,2,2,1, ,1,2,6,3,"I have been feeling annoyed. There is too much conflicting information to make a reasonable assessment of the situation. One week the experts say one thing, then the next week they say something else. It can be very annoying and it makes me angry.",6,3,annoyed by conficting information,feeling discouraged because we arent being told the truth,confusion because of too many claims of misinformation ending up being true,irritation at the gov't manadates that did nothing,sad for those who lost thier jobs when it wasn't a good idea to shut everything down,sad for those who lost thier lives and livelyhood,0,10,0,10,0,10,0,9,0,10,0,10,6,4,6,6,6,6,6,6,6,6,6,6,6,3,2,2,5,5,4,3,4,3,1,4,2,1,2,1,4,4,3,1,1,3,2,2,2,2,5,4,0,4,0,3,6,6,6,2,5,5,5,5,3,3,4,2,4,1,4,2,1,2,1,2,4,4,3,2,3,3,2,4,3,3,2,3,3,3,4,3,3,3,2,3,2,3,3,2,3,4,2,5db896c80f6ebd000d5d8487,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,9,31,0,6,0,34,40,18,24,24,38,14,13,6,24,6
889,R_3lzuFzIktvINvHZ,30,3,2,1, ,2,2,7,3,"Something I have been dealing with in regard to covid is having a different level of caution than my close friends, and thus realizing we do not share all the same values I thought that we did.",7,3,I spend increasing time alone.,I see my friends socializing while I am unable to.,I see my friends engaging in behaviors I would consider risky.,"I feel that I can't be honest with my friends about my opinions on their choices (to travel, socialize, etc.).",I feel that my friends and I are growing more distant.,I am unsure how to return to how I felt before covid with my friends., ,8, ,9, ,8, ,7, ,8, ,8,6,5,6,6,6,6,6,6,6,6,6,6,6,2,1,2,4,4,4,3,4,2,1,3,1,3,1,1,2,3,2,1,3,1,2,4,3,3,4,3,2,3,0,4,4,6,5,3,6,5,5,5,3,3,2,5,5,3,4,2,2,4,2,3,4,2,3,1,1,2,2,2,3,2,4,4,3,3,3,3,4,3,3,3,3,2,4,1,3,4,3,614a186410cc94a98d6d5056, , , , , , ,1,1,1,1,1,1, , , , , , ,14,38, ,6, ,28,39,18,24,24,33,16,13,7,20,6
893,R_RJghPFI3YRf4Pgl,29,2,2,1, ,2,6,6,2,"Although I still see people (especially immediately family) with most restrictions lifted, I feel like I am struggling to see others. My best friend is getting married and I'm the maid of honor but don't know if I'm going to get to go. I am also trying to see two good friends on the west coast (I live on the east coast) and it isn't clear when, if ever, that's going to happen. I'm also trying to see my best friend who lives in the same state as me, albeit a couple hundred miles away, and that's frustrating too.",4,6,I think about this situation frequently to try to work out a solution.,I feel frustrated because I don't know how to fix the problem.,I feel anxiety because of the uncertainty of the situation.,I worry the restrictions (while necessary) are a threat to my relationships.,I worry the situation isn't going to improve.,I feel lonely because I'm isolated from many of the people I care about.,1,9,0,10,0,10,0,10,0,10,0,10,3,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,6,4,2,2,4,3,2,2,4,2,4,3,3,3,3,4,4,4,1,1,1,3,5,3,0,2,1,3,4,7,6,1,4,4,4,5,2,2,2,4,2,2,4,2,3,3,2,3,5,2,3,2,4,3,4,4,3,4,2,2,5,5,5,1,3,3,2,3,3,3,4,3,2,5,4,59ad6f1e09709e00013c2ba5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,9,34,0,6,0,45,35,21,28,28,46,12,15,9,19,4
419,R_27xSHfZFPyfYG1f,32,2,2,1, ,4,9,9,1,We are working out how to return to office and keep the employees safe from COVID19,9,1,I am frustrated about returning to work,I am excited to see my coworkers again,I’m concerned about how return to office will go,I’m dreading wearing a mask all day,We are working out the details of how to keep people safe,I have my own office so I am at less risk,3,7,7,3,7,3,5,5,9,1,10,0,9,1,7,7,7,7,7,7,7,7,7,7,7,2,2,3,5,5,4,3,4,3,3,4,4,2,4,4,4,3,4,3,1,2,3,2,1,3,5,5,0,2,0,4,6,7,6,2,3,6,4,4,4,3,4,1,2,2,1,5,2,1,2,2,1,4,5,4,3,3,3,4,4,2,3,3,5,4,4,2,3,3,3,2,2,4,5,2,2,4,2,61fa908ad42cb19beec49166,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,27,4,1,0,45,38,21,28,28,47,13,15,6,24,7
637,R_1gCnbqFp2vW5bZg,26,2,2,"1,2,4", ,1,4,6,2,"I'm always thinking about COVID when I go out places, because recently, people have stopped using masks and asking for proof of vaccination and it's been making me feel scared, especially when I went to a restaurant the other day, I was worried I was going to get sick from being around so many other people without masks.",6,3,I am worried about getting COVID,I'm worried about my sisters and boyfriend getting COVID,I'm scared of spreading the virus,I'm less willing to go out to just anywhere,I'm worried about the state of the country,I'm happy I am not sick right now.,0,7,0,8,0,5,1,6,0,5,5,0,5,3,6,5,5,6,6,6,6,6,6,6,6,6,5,5,6,5,6,5,2,2,1,3,3,2,1,2,3,4,2,2,2,1,2,1,1,3,3,5,1,2,1,2,4,4,5,4,2,4,5,3,3,2,1,3,4,2,3,3,2,3,2,3,4,3,4,1,3,3,3,3,2,3,3,2,3,3,3,2,2,3,3,2,3,3,3,2,4,3,2,6111739b4db1a934aa0b1a6a,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,10,33,0,3,0,30,31,16,24,24,36,12,15,5,38,5
528,R_2ebCpr33wPWV99e,22,2,1,1, ,1,2,4,6,I have not experienced a COVID related situation,3,6,aspect number one,aspect number two,aspect number three,aspect number four,aspect number five,aspect number six,4,6,5,3,2,7,4,3,3,5,5,6,4,7,7,7,7,7,7,7,7,7,7,7,7,6,6,4,7,5,4,5,3,2,2,2,2,1,2,1,3,2,2,1,1,2,4,2,2,2,4,1,2,1,2,4,2,6,3,2,1,2,2,2,2,1,1,1,4,2,2,2,1,2,1,2,1,1,3,2,3,4,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,1,61079a473143f00eb989a06b,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,16,20,0,3,0,26,20,21,28,28,38,15,14,5,37,3
634,R_3qI1IflLDduWkD7,42,2,2,1, ,2,8,7,3,The place I work at the employees and the customers are still required to wear masks. Both the employees and the customers are not happy about it because everyone else has lifted their mandates. A lot of people won’t even put them on like they’re supposed to and no consequences seem to happen,7,3,I am excited not to have to wear the masks again,I am nervous when customers don’t wear the masks and I’m supposed to make them,I am nervous when customers don’t wear the masks and I’m supposed to make them,I wear my mask so I wish the other employees would as well,I wear my mask so I wish the other employees would as well,I’ll be happy when this as a whole is over,8,2,2,8,3,7,5,5,5,5,10,0,7,3,6,6,6,6,6,6,6,6,5,6,6,4,5,2,5,5,4,3,4,4,3,3,3,2,1,1,3,3,3,2,3,3,1,3,0,2,5,3,0,3,0,2,4,4,5,3,3,5,5,5,3,4,2,3,3,2,2,3,2,4,2,3,2,2,4,2,4,3,3,3,3,2,3,3,3,3,3,3,2,4,3,3,3,3,3,2,2,3,2,610933fa1d369f7bb87b05ec,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,30,2,2,0,38,34,18,24,23,39,15,13,5,28,7
457,R_2QYzQIjCleMRpCO,31,2,2,1, ,2,3,4,6,"I am experiencing difficulty in affording daily products and services due to inflation from the labor shortage due to COVID. I can barely afford to buy groceries anymore, and utility bill prices have risen along with gas prices. I do not get paid enough from my job to survive, so I asked for a raise. My request was denied and they then reduced my weekly hours to be spiteful. This is all very upsetting, I worry every day about how I am going to survive and afford necessities.",2,9,I am experiencing financial hardship.,"I want to find a different job, but have not found any suitable options.","I despise the owners of the company I work for, they are greedy and selfish.",The economy is in terrible shape due to COVID and the labor shortage.,I admire the “anti-work” movement in which people are refusing to accept disrespectful treatment from their employer.,I worry about my future with inflation this high.,0,10,1,7,0,10,0,7,8,0,0,9,1,6,7,7,7,7,5,7,7,5,4,7,6,5,3,4,7,6,5,5,4,2,3,3,1,1,2,2,2,2,2,2,2,1,1,2,0,1,5,4,5,2,5,2,1,5,1,1,1,1,2,1,2,2,4,3,4,3,1,2,3,4,2,3,1,3,4,4,4,3,3,3,5,3,5,5,5,4,3,2,3,3,3,2,4,4,4,4,4,3,3,5c7c5c40ffaec400019b36d5,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,14,33,1,5,0,29,13,21,28,20,51,13,20,6,35,4
1372,R_1OD2tRQfG6bFPCA,22,1,2,2, ,1,7,7,0,"This current situation I am in, is a rather pleasant one waiting in anxious anxiety and excitement for the day to come to a near end mainly due to everything that was planned for today got me excited, the past couple of days now have been like this. this survey is more or less just asks questions about you as a whole and emotions that you can experience on a given bases. I took this survey seriously in mind with how things have been going for me, The negative aspect of how I feel boils down to what to do after what I'm waiting for has come, Thats the saddening part that empty feeling you get after accomplishing something but at the same time the joy you feel for the same thing it's odd. This may seem like rambling but thats how I would describe this situation in some level of detail.",7,0,I'm excited how today will pan out,I've been having difficulties relaxing over how today will go,I am anxious for time to pass for what is planned later today,I am nervous about later today,I am happy about how things will be later today,I eagerly wait for later today to happen,10,3,10,7,8,3,7,0,10,0,10,5,10,5,7,7,7,7,7,7,7,7,7,7,7,4,3,6,5,4,4,4,3,4,2,3,3,2,2,2,3,4,2,1,2,2,4,4,0,4,4,4,1,3,1,3,6,4,4,2,4,6,6,4,3,3,3,3,2,1,4,3,2,3,3,2,2,4,4,4,4,4,3,5,4,3,4,5,4,4,4,4,4,4,3,4,2,4,3,3,4,5,3,5e9cbc3999531a099492509f,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,13,32,5,0,1,35,36,21,28,28,52,19,16,8,30,6
754,R_2uIqMxT8g2AA8FM,49,2,2,1, ,3,7,10,1,"I was hospitalized after a MVA, but COVID patients were all around me. The nurses were in face shields and full surgical gowns and gloves at all times. I wasn't sure which patients were COVID positive or what measures of protection were being taken for other patients.",7,3,It caused me worry of contamination,I was anxious to leave the hospital before I was exposed,I felt guilty for taking a hospital bed from someone else,COVID risks were frustrating me because they affected people being allowed to visit me in the hospital,I had breathing issues from a collapsed lung and didn't want to get COVID,It was hard to sleep because of pain and anxiety,2,8,9,1,0,10,0,10,0,10,0,10,6,3,6,6,6,6,6,6,6,6,7,6,6,6,2,3,3,4,2,4,3,3,2,3,3,2,4,4,4,3,4,3,3,3,4,4,3,4,5,3,1,4,3,4,7,7,7,6,6,7,6,6,3,3,5,3,4,4,4,2,4,4,4,4,2,4,3,2,3,2,4,3,3,2,3,3,5,4,4,4,5,4,4,4,2,2,2,2,2,2,3,61267fe88fba42b5f3b9c9ea,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,19,44,1,5,0,44,52,18,24,25,41,21,10,5,24,6
